"Cena";"Waluta";"Cena.w.PLN";"KM";"kW";"Marka";"Model";"Wersja";"Liczba.drzwi";"Pojemnosc.skokowa";"Przebieg.w.km";"Rodzaj.paliwa";"Rok.produkcji";"Kolor";"Kraj.aktualnej.rejestracji";"Kraj.pochodzenia";"Skrzynia.biegow"
18900;"PLN";18900;100;74;"Opel";"Meriva";"";"4/5";1700;110000;"olej napedowy (diesel)";2005;"srebrny-metallic";"Niemcy";"Niemcy";"manualna"
7400;"PLN";7400;NA;NA;"Opel";"Vectra";"B";"4/5";2200;290000;"olej napedowy (diesel)";2001;"srebrny-metallic";"";"";"manualna"
14300;"PLN";14300;116;85;"Ford";"Mondeo";"Mk3";"4/5";2000;188000;"olej napedowy (diesel)";2001;"srebrny-metallic";"Polska";"";"manualna"
19900;"PLN";19900;120;88;"Renault";"Grand Scenic";"";"4/5";1900;229000;"olej napedowy (diesel)";2004;"srebrny-metallic";"Polska";"";"manualna"
15400;"PLN";15400;80;59;"Renault";"Megane";"II";"4/5";1461;131000;"olej napedowy (diesel)";2005;"granatowy";"";"Francja";"manualna"
4700;"PLN";4700;100;74;"Opel";"Vectra";"B";"4/5";1599;154000;"benzyna";1998;"granatowy-metallic";"Niemcy";"Niemcy";"manualna"
14900;"PLN";14900;102;75;"Renault";"Scenic";"I";"4/5";1870;NA;"olej napedowy (diesel)";2002;"zielony-metallic";"Polska";"Niemcy";"manualna"
22350;"PLN";22350;101;74;"Opel";"Astra";"III";"4/5";1700;155000;"olej napedowy (diesel)";2008;"bialy";"Polska";"Polska";"manualna"
3900;"PLN";3900;90;66;"Ford";"Mondeo";"Mk1";"4/5";1800;256000;"olej napedowy (diesel)";1995;"bordowy-metallic";"";"";"manualna"
11700;"PLN";11700;120;88;"Renault";"Laguna";"II";"4/5";1900;245000;"olej napedowy (diesel)";2002;"srebrny-metallic";"Polska";"Polska";"manualna"
4900;"PLN";4900;98;72;"Renault";"Laguna";"I";"4/5";1870;NA;"olej napedowy (diesel)";1999;"granatowy-metallic";"";"Holandia";"manualna"
59900;"PLN";59900;115;85;"Renault";"Trafic";"";"4/5";1995;93000;"olej napedowy (diesel)";2009;"bezowy-metallic";"Polska";"Polska";"manualna"
582500;"CZK";99665,75;200;147;"Ford";"S-Max";"";"4/5";2179;18000;"olej napedowy (diesel)";2011;"bialy";"";"Niemcy";"manualna"
15900;"PLN";15900;97;71;"Opel";"Combo";"";"4/5";1598;141000;"benzyna";2006;"srebrny-metallic";"Niemcy";"Niemcy";"manualna"
23200;"PLN";23200;125;92;"Opel";"Vectra";"C";"4/5";2200;156000;"olej napedowy (diesel)";2003;"";"";"";"manualna"
8000;"PLN";8000;125;92;"Ford";"Puma";"";"2/3";1679;126000;"benzyna";1998;"zielony-metallic";"";"Polska";"manualna"
5500;"PLN";5500;170;125;"Opel";"Vectra";"B";"4/5";NA;196000;"benzyna";1999;"granatowy-metallic";"";"";"manualna"
20500;"PLN";20500;125;92;"Opel";"Zafira";"A";"4/5";NA;172000;"benzyna";2004;"czarny-metallic";"";"";"manualna"
28900;"PLN";28900;100;74;"Opel";"Zafira";"B";"4/5";1900;110000;"olej napedowy (diesel)";2006;"niebieski-metallic";"Polska";"Niemcy";"manualna"
35900;"PLN";35900;120;88;"Opel";"Vectra";"C";"4/5";1910;129000;"olej napedowy (diesel)";2007;"czarny-metallic";"Polska";"Holandia";"manualna"
7800;"PLN";7800;NA;NA;"Opel";"Vectra";"B";"4/5";2200;270000;"olej napedowy (diesel)";2002;"srebrny-metallic";"Niemcy";"Niemcy";"manualna"
19900;"PLN";19900;101;74;"Opel";"Meriva";"";"4/5";1600;70000;"benzyna";2004;"szary-metallic";"";"";"manualna"
64890;"CZK";11102,679;101;74;"Ford";"Focus";"";"4/5";1596;118000;"benzyna";2000;"niebieski-metallic";"";"Wlochy";"manualna"
44500;"PLN";44500;100;74;"Opel";"Astra";"IV";"4/5";1398;8800;"benzyna";2010;"";"";"Francja";"manualna"
39500;"PLN";39500;75;55;"Renault";"Clio";"II";"";1461;16000;"olej napedowy (diesel)";2011;"bezowy";"";"Polska";""
35600;"PLN";35600;231;170;"Ford";"F150";"";"4/5";4600;152600;"benzyna";2001;"zloty-metallic";"Polska";"Stany Zjednoczone";"automatyczna"
39900;"PLN";39900;75;55;"Renault";"Clio";"III";"4/5";1461;21000;"olej napedowy (diesel)";2011;"bezowy-metallic";"Polska";"Polska";"manualna"
12700;"PLN";12700;110;81;"Ford";"Mondeo";"Mk3";"4/5";1800;161000;"benzyna";2002;"granatowy-metallic";"";"Niemcy";"manualna"
43900;"PLN";43900;100;74;"Ford";"Mondeo";"Mk4";"4/5";1800;106000;"olej napedowy (diesel)";2009;"niebieski";"";"";"manualna"
11500;"PLN";11500;120;88;"Renault";"Laguna";"II";"4/5";1870;NA;"olej napedowy (diesel)";2002;"grafitowy-metallic";"";"";"manualna"
12900;"PLN";12900;100;74;"Ford";"Focus";"Mk1";"4/5";1800;184000;"olej napedowy (diesel)";2002;"srebrny-metallic";"";"";"manualna"
33900;"PLN";33900;109;80;"Ford";"Focus";"Mk2";"4/5";1560;31000;"olej napedowy (diesel)";2009;"czerwony";"Niemcy";"Niemcy";"manualna"
2199;"PLN";2199;167;123;"Renault";"Safrane";"";"4/5";2963;312000;"benzyna+LPG";1994;"granatowy-metallic";"Polska";"Niemcy";"manualna"
2050;"PLN";2050;NA;NA;"Opel";"Omega";"B";"4/5";2000;NA;"benzyna";1995;"";"";"";"manualna"
15700;"PLN";15700;131;96;"Ford";"Mondeo";"Mk3";"4/5";1998;188000;"olej napedowy (diesel)";2002;"czarny-metallic";"";"Niemcy";"manualna"
26500;"PLN";26500;150;110;"Renault";"Laguna";"II FL";"4/5";2200;2e+05;"olej napedowy (diesel)";2005;"granatowy-metallic";"Polska";"";"manualna"
6996;"PLN";6996;147;108;"Renault";"Megane";"I";"2/3";1998;118000;"benzyna";1998;"";"";"Francja";"manualna"
13700;"PLN";13700;70;51;"Opel";"Corsa";"C";"2/3";1300;149850;"olej napedowy (diesel)";2006;"niebieski";"Polska";"Niemcy";"manualna"
35900;"PLN";35900;130;96;"Renault";"Laguna";"III";"4/5";1995;185000;"olej napedowy (diesel)";2008;"srebrny-metallic";"Polska";"";"manualna"
13500;"PLN";13500;120;88;"Renault";"Laguna";"II FL";"4/5";1870;174000;"olej napedowy (diesel)";2005;"granatowy-metallic";"";"Francja";"manualna"
164000;"CZK";28060,4;86;63;"Opel";"Agila";"";"4/5";1242;10000;"benzyna";2008;"czarny-metallic";"";"Szwajcaria";"manualna"
37600;"PLN";37600;150;110;"Opel";"Vectra";"C";"4/5";1910;106000;"olej napedowy (diesel)";2006;"srebrny-metallic";"";"";"manualna"
12800;"PLN";12800;60;44;"Opel";"Corsa";"C";"2/3";998;107000;"benzyna";2005;"srebrny-metallic";"";"Niemcy";"manualna"
19999;"PLN";19999;100;74;"Opel";"Astra";"III";"2/3";1686;170000;"olej napedowy (diesel)";2005;"bialy";"Niemcy";"Niemcy";"manualna"
39800;"PLN";39800;69;51;"Ford";"KA";"";"2/3";1242;NA;"benzyna";2011;"";"";"";"manualna"
10499;"PLN";10499;90;66;"Ford";"Focus";"Mk1";"4/5";1753;186200;"olej napedowy (diesel)";1999;"granatowy-metallic";"Polska";"Holandia";"manualna"
2200;"PLN";2200;NA;NA;"Ford";"Mondeo";"Mk1";"4/5";1800;250000;"benzyna+LPG";1995;"zielony-metallic";"";"";"manualna"
5750;"PLN";5750;NA;NA;"Opel";"Corsa";"B";"4/5";1200;176000;"benzyna+LPG";1997;"zloty-metallic";"Polska";"Polska";"manualna"
59000;"CZK";10094,9;65;48;"Renault";"Thalia";"";"";1461;147700;"olej napedowy (diesel)";2003;"niebieski";"";"Czechy";"manualna"
17900;"PLN";17900;120;88;"Renault";"Scenic";"I";"4/5";1900;120000;"olej napedowy (diesel)";2002;"czarny-metallic";"";"";"manualna"
21900;"PLN";21900;115;85;"Ford";"Mondeo";"Mk3";"4/5";1998;165000;"olej napedowy (diesel)";2006;"srebrny-metallic";"Polska";"";"manualna"
6999;"PLN";6999;75;55;"Ford";"Fiesta";"Mk5";"4/5";1800;NA;"olej napedowy (diesel)";2001;"granatowy";"Francja";"Francja";"manualna"
26900;"PLN";26900;75;55;"Opel";"Corsa";"D";"4/5";1300;70000;"olej napedowy (diesel)";2007;"";"Polska";"Polska";"manualna"
23900;"PLN";23900;105;77;"Renault";"Scenic";"II";"4/5";1500;91000;"olej napedowy (diesel)";2007;"srebrny-metallic";"Polska";"";"manualna"
7999;"PLN";7999;115;85;"Ford";"Focus";"Mk1";"4/5";1800;NA;"benzyna";1999;"granatowy-metallic";"Polska";"Niemcy";"manualna"
75900;"PLN";75900;110;81;"Renault";"Scenic";"II";"4/5";1461;NA;"olej napedowy (diesel)";2011;"brezowy-metallic";"";"";"manualna"
18500;"PLN";18500;120;88;"Renault";"Megane";"II";"2/3";1900;88000;"olej napedowy (diesel)";2003;"bordowy-metallic";"Polska";"Niemcy";"manualna"
26400;"PLN";26400;130;96;"Ford";"Mondeo";"Mk3";"4/5";2000;164000;"olej napedowy (diesel)";2006;"czarny-metallic";"";"Holandia";"automatyczna"
6200;"PLN";6200;NA;NA;"Opel";"Combo";"";"2/3";1389;NA;"benzyna+LPG";1997;"";"Polska";"";"manualna"
12500;"PLN";12500;115;85;"Ford";"Mondeo";"Mk3";"4/5";1998;174000;"olej napedowy (diesel)";2001;"szary-metallic";"";"";"manualna"
28900;"PLN";28900;NA;NA;"Opel";"Zafira";"B";"4/5";NA;89000;"olej napedowy (diesel)";2007;"srebrny-metallic";"";"";"manualna"
15500;"PLN";15500;75;55;"Opel";"Corsa";"D";"2/3";NA;78300;"olej napedowy (diesel)";2008;"bialy";"Hiszpania";"Hiszpania";"manualna"
298000;"CZK";50987,8;140;103;"Ford";"S-Max";"";"4/5";1997;150000;"olej napedowy (diesel)";2007;"";"";"Francja";"manualna"
28900;"PLN";28900;80;59;"Opel";"Astra";"II";"4/5";1686;59000;"olej napedowy (diesel)";2009;"srebrny-metallic";"Polska";"";"manualna"
12000;"PLN";12000;205;151;"Opel";"Frontera";"B";"4/5";3165;83865;"benzyna";1998;"bordowy";"Polska";"Niemcy";"automatyczna"
23900;"PLN";23900;90;66;"Opel";"Astra";"III";"4/5";1400;88000;"benzyna";2005;"srebrny-metallic";"Polska";"Francja";"manualna"
3200;"PLN";3200;90;66;"Ford";"Mondeo";"Mk2";"4/5";1753;193000;"olej napedowy (diesel)";1997;"srebrny-metallic";"Niemcy";"Niemcy";"manualna"
23900;"PLN";23900;155;114;"Opel";"Signum";"";"4/5";2198;15000;"benzyna";2003;"srebrny-metallic";"Polska";"Niemcy";"manualna"
4500;"PLN";4500;NA;NA;"Opel";"Omega";"B";"4/5";1998;NA;"benzyna+LPG";1998;"srebrny";"";"";"automatyczna"
35900;"PLN";35900;130;96;"Renault";"Laguna";"III";"4/5";2000;154000;"olej napedowy (diesel)";2008;"czarny-metallic";"";"";"manualna"
6900;"PLN";6900;75;55;"Opel";"Astra";"I";"4/5";1598;91000;"benzyna";1998;"czerwony";"Niemcy";"Niemcy";"manualna"
29900;"PLN";29900;101;74;"Opel";"Vivaro";"";"4/5";1870;199000;"olej napedowy (diesel)";2004;"srebrny-metallic";"";"Holandia";"manualna"
10800;"PLN";10800;NA;NA;"Ford";"Focus";"Mk1";"4/5";1800;164000;"olej napedowy (diesel)";2000;"granatowy-metallic";"Polska";"";"manualna"
5900;"PLN";5900;115;85;"Opel";"Vectra";"B";"4/5";1799;NA;"benzyna";1998;"bialy";"Polska";"";"manualna"
24300;"PLN";24300;131;96;"Renault";"Grand Scenic";"";"4/5";1900;137000;"olej napedowy (diesel)";2005;"rAlzowy-metallic";"Polska";"";"manualna"
13600;"PLN";13600;75;55;"Opel";"Combo";"";"4/5";1700;168236;"olej napedowy (diesel)";2002;"niebieski-metallic";"Polska";"Polska";"manualna"
69870;"PLN";69870;130;96;"Renault";"Megane";"III";"4/5";1400;NA;"benzyna";2011;"bordowy-metallic";"";"";"manualna"
19300;"PLN";19300;101;74;"Opel";"Zafira";"A";"4/5";2000;206000;"olej napedowy (diesel)";2003;"szary-metallic";"";"Holandia";"manualna"
12900;"PLN";12900;100;74;"Opel";"Astra";"II";"4/5";1995;180000;"olej napedowy (diesel)";2003;"srebrny-metallic";"";"Niemcy";"manualna"
24900;"PLN";24900;184;135;"Opel";"Vectra";"C";"4/5";2958;139000;"olej napedowy (diesel)";2006;"niebieski-metallic";"Niemcy";"Niemcy";"automatyczna"
25500;"PLN";25500;150;110;"Renault";"Espace";"IV";"";2200;228600;"olej napedowy (diesel)";2004;"szary-metallic";"Polska";"";"manualna"
64490;"PLN";64490;120;88;"Ford";"Mondeo";"Mk4";"4/5";1596;5;"benzyna";2011;"srebrny-metallic";"";"Polska";"manualna"
14800;"PLN";14800;115;85;"Ford";"Mondeo";"Mk3";"4/5";NA;160000;"olej napedowy (diesel)";2004;"czarny-metallic";"";"Niemcy";"manualna"
25900;"PLN";25900;100;74;"Opel";"Astra";"III";"4/5";1700;111100;"olej napedowy (diesel)";2008;"czarny-metallic";"Polska";"Polska";"manualna"
10799;"PLN";10799;68;50;"Ford";"Fiesta";"Mk6";"2/3";1400;90000;"olej napedowy (diesel)";2006;"bialy";"Francja";"Francja";"manualna"
2500;"PLN";2500;116;85;"Ford";"Mondeo";"Mk1";"4/5";1796;184000;"benzyna";1994;"";"Polska";"";"manualna"
15500;"PLN";15500;102;75;"Renault";"Scenic";"I";"4/5";1900;119000;"olej napedowy (diesel)";2001;"zielony";"Polska";"";"manualna"
25000;"CZK";4277,5;60;44;"Ford";"Fiesta";"";"2/3";1250;149236;"benzyna";1996;"niebieski";"";"Austria";""
13800;"PLN";13800;120;88;"Renault";"Laguna";"II";"4/5";1783;152000;"benzyna";2002;"grafitowy-metallic";"Polska";"Polska";"manualna"
7000;"PLN";7000;60;44;"Ford";"KA";"";"2/3";1299;95500;"benzyna";2001;"granatowy-metallic";"Francja";"Francja";"manualna"
7500;"PLN";7500;NA;NA;"Renault";"Clio";"II";"4/5";1400;205000;"benzyna";1998;"czarny-metallic";"Polska";"";"manualna"
16500;"PLN";16500;107;79;"Renault";"Scenic";"I";"4/5";1870;149000;"olej napedowy (diesel)";2002;"zielony-metallic";"Polska";"Niemcy";"manualna"
7300;"PLN";7300;80;59;"Renault";"Twingo";"";"2/3";1200;152000;"benzyna";2001;"srebrny-metallic";"";"Francja";"automatyczna"
89500;"CZK";15313,45;68;50;"Renault";"Thalia";"";"4/5";1461;128000;"olej napedowy (diesel)";2006;"bialy";"";"Czechy";"manualna"
35500;"PLN";35500;86;63;"Opel";"Corsa";"D";"4/5";1229;NA;"benzyna";2011;"niebieski-metallic";"";"";"manualna"
72000;"CZK";12319,2;101;74;"Opel";"Astra";"";"";1995;175000;"olej napedowy (diesel)";2001;"czerwony";"";"Niemcy";"manualna"
3400;"PLN";3400;75;55;"Opel";"Astra";"I";"4/5";1600;NA;"benzyna";1994;"zielony-metallic";"Polska";"";"manualna"
10800;"PLN";10800;85;63;"Opel";"Astra";"II";"4/5";1598;148000;"benzyna";2001;"srebrny-metallic";"";"Niemcy";"manualna"
3990;"PLN";3990;136;100;"Opel";"Omega";"B";"4/5";2000;NA;"benzyna";1998;"bialy";"Polska";"Polska";"manualna"
1450;"PLN";1450;NA;NA;"Renault";"19";"I";"4/5";1390;NA;"benzyna";1990;"czerwony";"Polska";"";"manualna"
37500;"PLN";37500;90;66;"Opel";"Astra";"III";"4/5";1300;69000;"olej napedowy (diesel)";2008;"";"Polska";"";"manualna"
21400;"PLN";21400;115;85;"Ford";"Mondeo";"Mk3";"4/5";1998;198000;"olej napedowy (diesel)";2004;"granatowy-metallic";"Polska";"";"manualna"
53276;"PLN";53276;120;88;"Opel";"Astra";"IV";"4/5";1364;NA;"benzyna";2011;"brezowy-metallic";"";"";"manualna"
21900;"PLN";21900;85;63;"Renault";"Megane";"II";"4/5";1461;115000;"olej napedowy (diesel)";2007;"bordowy-metallic";"Polska";"";"manualna"
69000;"CZK";11805,9;102;75;"Renault";"Megane";"";"4/5";1870;115000;"olej napedowy (diesel)";2002;"srebrny-metallic";"";"";"manualna"
31500;"PLN";31500;85;63;"Renault";"Megane";"II";"4/5";1461;80000;"olej napedowy (diesel)";2008;"szary-metallic";"Polska";"Francja";"manualna"
9900;"PLN";9900;101;74;"Opel";"Vectra";"B";"4/5";2000;NA;"olej napedowy (diesel)";1999;"zielony-metallic";"Polska";"Niemcy";"manualna"
11900;"PLN";11900;68;50;"Ford";"Fiesta";"Mk6";"2/3";1399;114200;"olej napedowy (diesel)";2003;"niebieski";"";"Niemcy";"manualna"
9600;"PLN";9600;136;100;"Opel";"Vectra";"B";"4/5";1998;202379;"benzyna";1999;"zielony-metallic";"Polska";"Polska";"manualna"
39900;"PLN";39900;110;81;"Ford";"Fiesta";"Mk6";"2/3";1600;34000;"olej napedowy (diesel)";2009;"niebieski-metallic";"";"";"manualna"
15700;"PLN";15700;NA;NA;"Ford";"Fiesta";"Mk6";"4/5";1400;110000;"olej napedowy (diesel)";2006;"srebrny-metallic";"";"";"manualna"
1200;"PLN";1200;NA;NA;"Renault";"Twingo";"";"2/3";1200;NA;"benzyna";1995;"niebieski";"Niemcy";"Niemcy";"manualna"
6900;"PLN";6900;95;70;"Ford";"Mondeo";"Mk2";"4/5";1600;96000;"benzyna";1999;"czerwony-metallic";"Polska";"";"manualna"
11900;"PLN";11900;68;50;"Ford";"Fiesta";"Mk6";"4/5";1399;165000;"olej napedowy (diesel)";2002;"granatowy";"";"Francja";"manualna"
15900;"PLN";15900;NA;NA;"Opel";"Astra";"II";"4/5";1700;144000;"olej napedowy (diesel)";2004;"czarny-metallic";"";"";"manualna"
11900;"PLN";11900;90;66;"Ford";"Galaxy";"Mk1";"4/5";1896;258000;"olej napedowy (diesel)";1999;"bezowy";"Polska";"Niemcy";"manualna"
14900;"PLN";14900;68;50;"Ford";"Fusion";"";"4/5";1399;187900;"olej napedowy (diesel)";2002;"niebieski-metallic";"";"Belgia";"manualna"
11900;"PLN";11900;84;62;"Opel";"Astra";"II";"4/5";1600;128000;"benzyna";2001;"szary-metallic";"Polska";"Polska";"manualna"
10900;"PLN";10900;115;85;"Ford";"Focus";"Mk1";"4/5";1800;98000;"benzyna";1999;"granatowy-metallic";"Polska";"";"manualna"
282333;"CZK";48307,1763;140;103;"Ford";"Mondeo";"";"4/5";1997;81518;"olej napedowy (diesel)";2009;"zielony-metallic";"";"";"automatyczna"
13600;"PLN";13600;116;85;"Opel";"Zafira";"A";"4/5";1796;210000;"benzyna+LPG";1999;"czarny-metallic";"Polska";"Niemcy";"manualna"
24000;"PLN";24000;110;81;"Opel";"Astra";"III";"4/5";1686;140000;"olej napedowy (diesel)";2008;"granatowy";"Polska";"Niemcy";"manualna"
11200;"PLN";11200;140;103;"Renault";"Scenic";"I";"4/5";1998;134000;"benzyna";2000;"zielony-metallic";"";"Niemcy";"manualna"
15950;"PLN";15950;98;72;"Renault";"Megane";"II";"4/5";1390;134000;"benzyna";2004;"czarny-metallic";"";"Niemcy";"manualna"
29900;"PLN";29900;68;50;"Ford";"Fusion";"";"4/5";1399;46000;"olej napedowy (diesel)";2008;"";"Polska";"Niemcy";"manualna"
24900;"PLN";24900;120;88;"Opel";"Astra";"III";"4/5";1900;94700;"olej napedowy (diesel)";2006;"srebrny-metallic";"Niemcy";"Niemcy";"manualna"
26500;"PLN";26500;150;110;"Renault";"Espace";"IV";"4/5";2188;NA;"olej napedowy (diesel)";2003;"czarny-metallic";"Polska";"Polska";"manualna"
38900;"PLN";38900;115;85;"Ford";"Mondeo";"Mk4";"4/5";1997;119000;"olej napedowy (diesel)";2008;"grafitowy-metallic";"";"Niemcy";"manualna"
23500;"PLN";23500;136;100;"Ford";"C-MAX";"";"4/5";2000;197000;"olej napedowy (diesel)";2004;"srebrny-metallic";"";"Belgia";"manualna"
54000;"CZK";9239,4;60;44;"Ford";"KA";"";"2/3";1299;110458;"benzyna";2002;"czerwony";"";"";"manualna"
12200;"PLN";12200;90;66;"Ford";"Galaxy";"Mk1";"4/5";NA;241605;"olej napedowy (diesel)";1996;"wilniowy-metallic";"Polska";"Polska";"manualna"
8900;"PLN";8900;120;88;"Renault";"Laguna";"II";"4/5";1870;206000;"olej napedowy (diesel)";2003;"srebrny-metallic";"Niemcy";"Niemcy";"manualna"
24400;"PLN";24400;120;88;"Opel";"Astra";"III";"4/5";1910;120450;"olej napedowy (diesel)";2006;"srebrny";"Niemcy";"Niemcy";"manualna"
36500;"PLN";36500;NA;NA;"Ford";"Focus C-Max";"";"";1560;85000;"olej napedowy (diesel)";2008;"czarny-metallic";"";"";"manualna"
4700;"PLN";4700;120;88;"Renault";"Laguna";"I";"4/5";1783;NA;"benzyna";1999;"szary-metallic";"Polska";"";"manualna"
23500;"PLN";23500;101;74;"Renault";"Clio";"III";"4/5";1200;13000;"benzyna";2010;"bezowy-metallic";"";"";"manualna"
27900;"PLN";27900;105;77;"Renault";"Megane";"II";"4/5";1500;41600;"olej napedowy (diesel)";2007;"";"Polska";"";"manualna"
14900;"PLN";14900;NA;NA;"Opel";"Combo";"";"4/5";1600;158000;"benzyna";2006;"srebrny-metallic";"Niemcy";"";"manualna"
3900;"PLN";3900;60;44;"Ford";"KA";"";"2/3";1299;70000;"benzyna";1999;"niebieski-metallic";"Polska";"Polska";"manualna"
11900;"PLN";11900;NA;NA;"Renault";"Scenic";"I";"4/5";1900;172000;"olej napedowy (diesel)";2001;"zielony-metallic";"";"";"manualna"
9350;"PLN";9350;115;85;"Ford";"Focus";"Mk1";"2/3";1800;220000;"olej napedowy (diesel)";2001;"srebrny-metallic";"Polska";"Niemcy";"manualna"
16000;"PLN";16000;60;44;"Renault";"Clio";"III";"2/3";1149;62000;"benzyna";2007;"granatowy";"Polska";"";"manualna"
25990;"PLN";25990;155;114;"Ford";"Mondeo";"Mk3";"4/5";2198;NA;"olej napedowy (diesel)";2007;"srebrny-metallic";"Polska";"Polska";"manualna"
21900;"PLN";21900;115;85;"Ford";"Galaxy";"Mk2";"4/5";1900;NA;"olej napedowy (diesel)";2002;"szary-metallic";"Belgia";"Belgia";"manualna"
14000;"PLN";14000;75;55;"Opel";"Astra";"II";"4/5";1200;150500;"benzyna";2003;"srebrny-metallic";"Polska";"Polska";"manualna"
15800;"PLN";15800;120;88;"Renault";"Laguna";"II";"4/5";1900;138000;"olej napedowy (diesel)";2004;"grafitowy-metallic";"Polska";"Francja";"manualna"
14600;"PLN";14600;75;55;"Opel";"Corsa";"C";"4/5";1200;97000;"benzyna";2004;"srebrny-metallic";"Polska";"Niemcy";"manualna"
41990;"PLN";41990;90;66;"Opel";"Astra";"III";"4/5";1396;10200;"benzyna";2010;"";"Polska";"";"manualna"
79900;"CZK";13670,89;107;79;"Renault";"Scenic";"";"4/5";1598;126000;"benzyna";2002;"srebrny-metallic";"";"Niemcy";"manualna"
37317;"PLN";37317;140;103;"Ford";"Mondeo";"Mk4";"4/5";2000;105000;"olej napedowy (diesel)";2008;"czarny-metallic";"";"";"manualna"
31900;"PLN";31900;109;80;"Ford";"Focus";"Mk2";"";1600;123257;"olej napedowy (diesel)";2008;"szary-metallic";"";"";""
24400;"PLN";24400;100;74;"Opel";"Astra";"III";"4/5";1700;120000;"olej napedowy (diesel)";2007;"granatowy";"Polska";"Polska";"manualna"
4490;"PLN";4490;116;85;"Ford";"Mondeo";"Mk2";"4/5";1795;206000;"benzyna";1998;"czarny-metallic";"Polska";"";"manualna"
24900;"PLN";24900;100;74;"Opel";"Astra";"III";"4/5";1686;175000;"olej napedowy (diesel)";2005;"czarny-metallic";"";"Niemcy";"manualna"
13300;"PLN";13300;NA;NA;"Renault";"Clio";"II";"4/5";1500;156000;"olej napedowy (diesel)";2003;"szary-metallic";"";"Holandia";"manualna"
9500;"PLN";9500;NA;NA;"Ford";"Focus";"Mk1";"2/3";2000;147000;"benzyna";1999;"zielony-metallic";"Polska";"";"manualna"
99630;"PLN";99630;180;132;"Opel";"Insignia";"";"4/5";1598;NA;"benzyna";2011;"czarny-metallic";"";"";"manualna"
5900;"EUR";26059,12;125;92;"Opel";"Astra";"III";"4/5";1686;NA;"olej napedowy (diesel)";2008;"";"";"";"manualna"
22900;"PLN";22900;90;66;"Ford";"Focus";"Mk2";"4/5";1560;127000;"olej napedowy (diesel)";2008;"bialy";"Polska";"";"manualna"
79000;"CZK";13516,9;111;82;"Renault";"Clio";"";"4/5";1598;33122;"benzyna";2006;"";"";"Francja";"manualna"
3900;"PLN";3900;170;125;"Ford";"Mondeo";"Mk2";"4/5";2544;235000;"benzyna";1997;"zielony-metallic";"Polska";"Polska";"automatyczna"
7300;"PLN";7300;60;44;"Ford";"Fiesta";"Mk5";"4/5";1299;130000;"benzyna";2001;"";"Polska";"";"manualna"
17500;"PLN";17500;120;88;"Renault";"Grand Scenic";"";"4/5";1900;115000;"olej napedowy (diesel)";2004;"srebrny-metallic";"Polska";"";"manualna"
18900;"PLN";18900;120;88;"Renault";"Espace";"IV";"4/5";1870;128000;"olej napedowy (diesel)";2003;"szary-metallic";"Polska";"Belgia";"manualna"
14700;"PLN";14700;90;66;"Opel";"Astra";"II";"4/5";1364;279000;"benzyna";2006;"srebrny-metallic";"Polska";"Polska";"manualna"
2600;"PLN";2600;NA;NA;"Opel";"Corsa";"B";"2/3";1200;NA;"benzyna";1995;"";"Polska";"";"manualna"
33700;"PLN";33700;110;81;"Renault";"Megane";"III";"4/5";1461;45000;"olej napedowy (diesel)";2009;"bialy";"Francja";"Francja";"manualna"
11400;"PLN";11400;75;55;"Opel";"Astra";"II";"4/5";1686;167000;"olej napedowy (diesel)";2000;"srebrny-metallic";"Holandia";"Holandia";"manualna"
16900;"PLN";16900;100;74;"Renault";"Scenic";"II";"4/5";1500;155000;"olej napedowy (diesel)";2005;"srebrny-metallic";"";"";"manualna"
11400;"PLN";11400;75;55;"Ford";"Transit Connect";"";"4/5";1753;162000;"olej napedowy (diesel)";2002;"bialy";"Polska";"Niemcy";"manualna"
3000;"PLN";3000;75;55;"Renault";"Megane";"I";"4/5";1598;190000;"benzyna";1997;"zielony-metallic";"Polska";"Niemcy";"manualna"
11900;"PLN";11900;115;85;"Ford";"Focus";"Mk1";"4/5";1753;120000;"olej napedowy (diesel)";2004;"szary-metallic";"";"";"manualna"
12900;"PLN";12900;NA;NA;"Ford";"Focus";"Mk1";"4/5";1800;184000;"olej napedowy (diesel)";2004;"srebrny-metallic";"";"";"manualna"
12200;"PLN";12200;101;74;"Opel";"Astra";"II";"2/3";1600;191000;"benzyna";2000;"srebrny-metallic";"Polska";"Niemcy";"manualna"
5900;"PLN";5900;NA;NA;"Opel";"Vectra";"B";"4/5";2000;NA;"olej napedowy (diesel)";1997;"bordowy";"Polska";"Niemcy";"manualna"
