"Name","Codename","Cores","Socket","Process","Clock","Multi","Voltage","Cache.L1.L2.L3","TDP","Released","Manufacturer","Classification"
"Core i3-5010U","Broadwell-U","2-Core","","14 nm","2100 MHz","21.0x","unknown","64K / 256K / 3072K","15W","Mar 2015","INTEL","Mobile"
"Core i3-5157U","Broadwell-U","2-Core","","14 nm","2500 MHz","25.0x","unknown","64K / 256K / 3072K","28W","Mar 2015","INTEL","Mobile"
"Core i5-5257U","Broadwell-U","2-Core","","14 nm","2700 MHz","27.0x","unknown","64K / 256K / 3072K","28W","Mar 2015","INTEL","Mobile"
"Core i5-5287U","Broadwell-U","2-Core","","14 nm","2900 MHz","29.0x","unknown","64K / 256K / 3072K","28W","Mar 2015","INTEL","Mobile"
"Core i7-5557U","Broadwell-U","2-Core","","14 nm","3100 MHz","31.0x","unknown","64K / 256K / 4096K","28W","Mar 2015","INTEL","Mobile"
"Core i5-5200U","Broadwell-U","2-Core","","14 nm","2200 MHz","22.0x","unknown","64K / 256K / 3072K","15W","Mar 2015","INTEL","Mobile"
"Core i5-5300U","Broadwell-U","2-Core","","14 nm","2300 MHz","23.0x","unknown","64K / 256K / 3072K","15W","Mar 2015","INTEL","Mobile"
"Core i7-5500U","Broadwell-U","2-Core","","14 nm","2400 MHz","24.0x","unknown","64K / 256K / 4096K","15W","Mar 2015","INTEL","Mobile"
"Core i7-5600U","Broadwell-U","2-Core","","14 nm","2600 MHz","26.0x","unknown","64K / 256K / 4096K","15W","Mar 2015","INTEL","Mobile"
"Core i5-5250U","Broadwell-U","2-Core","","14 nm","1600 MHz","16.0x","unknown","64K / 256K / 3072K","15W","Mar 2015","INTEL","Mobile"
"Core i5-5350U","Broadwell-U","2-Core","","14 nm","1800 MHz","18.0x","unknown","64K / 256K / 3072K","15W","Mar 2015","INTEL","Mobile"
"Core i7-5550U","Broadwell-U","2-Core","","14 nm","2000 MHz","20.0x","unknown","64K / 256K / 4096K","15W","Mar 2015","INTEL","Mobile"
"Core i7-5650U","Broadwell-U","2-Core","","14 nm","2200 MHz","22.0x","unknown","64K / 256K / 4096K","15W","Mar 2015","INTEL","Mobile"
"Core M-5Y10c","Broadwell-Y","2-Core","","14 nm","800 MHz","8.0x","unknown","64K / 256K / 4096K","5W","Oct 2014","INTEL","Mobile"
"Core M-5Y71","Broadwell-Y","2-Core","","14 nm","1200 MHz","12.0x","unknown","64K / 256K / 4096K","5W","Oct 2014","INTEL","Mobile"
"Core M-5Y51","Broadwell-Y","2-Core","","14 nm","1100 MHz","11.0x","unknown","64K / 256K / 4096K","5W","Oct 2014","INTEL","Mobile"
"Core M-5Y31","Broadwell-Y","2-Core","","14 nm","900 MHz","9.0x","unknown","64K / 256K / 4096K","5W","Oct 2014","INTEL","Mobile"
"Core M-5Y70","Broadwell-Y","2-Core","","14 nm","1100 MHz","11.0x","unknown","64K / 256K / 4096K","5W","Sep 2014","INTEL","Mobile"
"Core M-5Y10","Broadwell-Y","2-Core","","14 nm","800 MHz","8.0x","unknown","64K / 256K / 4096K","5W","Sep 2014","INTEL","Mobile"
"Core M-5Y10a","Broadwell-Y","2-Core","","14 nm","800 MHz","8.0x","unknown","64K / 256K / 4096K","5W","Sep 2014","INTEL","Mobile"
"Core i7-4870HQ","Crystalwell","4-Core","Intel BGA1364","22 nm","2500 MHz","25.0x","unknown","64K / 256K / 8192K","47W","Jul 2014","INTEL","Mobile"
"Core i7-4770HQ","Crystalwell","4-Core","Intel BGA1364","22 nm","2200 MHz","22.0x","unknown","64K / 256K / 8192K","47W","Jul 2014","INTEL","Mobile"
"Core i7-4710HQ","Crystalwell","4-Core","Intel BGA1364","22 nm","2500 MHz","25.0x","unknown","64K / 256K / 8192K","47W","Apr 2014","INTEL","Mobile"
"Core i7-4712HQ","Crystalwell","4-Core","Intel BGA1364","22 nm","2300 MHz","23.0x","unknown","64K / 256K / 8192K","37W","Apr 2014","INTEL","Mobile"
"Core i7-4610M","Haswell","2-Core","Intel Socket G3","22 nm","3000 MHz","30.0x","unknown","64K / 256K / 4096K","37W","Feb 2014","INTEL","Mobile"
"Core i7-4860HQ","Crystalwell","4-Core","Intel BGA1364","22 nm","2400 MHz","24.0x","unknown","64K / 256K / 8192K","47W","Feb 2014","INTEL","Mobile"
"Core i7-4760HQ","Crystalwell","4-Core","Intel BGA1364","22 nm","2100 MHz","21.0x","unknown","64K / 256K / 8192K","47W","Feb 2014","INTEL","Mobile"
"Core i7-4940MX","Haswell","4-Core","Intel Socket G3","22 nm","3100 MHz","31.0x","unknown","64K / 256K / 8192K","57W","Jan 2014","INTEL","Mobile"
"Core i7-4910MQ","Haswell","4-Core","Intel Socket G3","22 nm","2900 MHz","29.0x","unknown","64K / 256K / 8192K","47W","Jan 2014","INTEL","Mobile"
"Core i7-4810MQ","Haswell","4-Core","Intel Socket G3","22 nm","2800 MHz","28.0x","unknown","64K / 256K / 8192K","47W","Jan 2014","INTEL","Mobile"
"Atom E3845","Bay Trail-I","4-Core","Intel BGA1170","22 nm","1910 MHz","14.4x","unknown","64K / 512K / 0K","10W","Oct 2013","INTEL","Mobile"
"Atom E3827","Bay Trail-I","2-Core","Intel BGA1170","22 nm","1750 MHz","13.2x","unknown","64K / 512K / 0K","8W","Oct 2013","INTEL","Mobile"
"Atom E3826","Bay Trail-I","2-Core","Intel BGA1170","22 nm","1467 MHz","11.0x","unknown","64K / 512K / 0K","7W","Oct 2013","INTEL","Mobile"
"Atom E3825","Bay Trail-I","2-Core","Intel BGA1170","22 nm","1333 MHz","10.0x","unknown","64K / 512K / 0K","6W","Oct 2013","INTEL","Mobile"
"Atom E3815","Bay Trail-I","1-Core","Intel BGA1170","22 nm","1467 MHz","11.0x","unknown","64K / 512K / 0K","5W","Oct 2013","INTEL","Mobile"
"Atom Z3770","Bay Trail-T","4-Core","Intel BGA1380","22 nm","1467 MHz","11.0x","unknown","64K / 512K / 0K","8W","Sep 2013","INTEL","Mobile"
"Atom Z3740","Bay Trail-T","4-Core","Intel BGA1380","22 nm","1333 MHz","10.0x","unknown","64K / 512K / 0K","2W","Sep 2013","INTEL","Mobile"
"Core i3-4000M","Haswell","2-Core","Intel Socket G3","22 nm","2400 MHz","24.0x","unknown","64K / 256K / 3072K","37W","Sep 2013","INTEL","Mobile"
"Core i3-4100E","Haswell","2-Core","Intel BGA1364","22 nm","2400 MHz","24.0x","unknown","64K / 256K / 3072K","37W","Sep 2013","INTEL","Mobile"
"Core i3-4102E","Haswell","2-Core","Intel BGA1364","22 nm","1600 MHz","16.0x","unknown","64K / 256K / 3072K","25W","Sep 2013","INTEL","Mobile"
"Core i3-4005U","Haswell","2-Core","Intel BGA1168","22 nm","1700 MHz","17.0x","unknown","64K / 256K / 3072K","15W","Sep 2013","INTEL","Mobile"
"Core i7-4980HQ","Crystalwell","4-Core","Intel BGA1364","22 nm","2800 MHz","28.0x","unknown","64K / 256K / 8192K","47W","Sep 2013","INTEL","Mobile"
"Core i7-4600M","Haswell","2-Core","Intel Socket G3","22 nm","2900 MHz","29.0x","unknown","64K / 256K / 4096K","37W","Sep 2013","INTEL","Mobile"
"Core i7-4600U","Haswell","2-Core","Intel BGA1168","22 nm","2100 MHz","21.0x","unknown","64K / 256K / 4096K","15W","Sep 2013","INTEL","Mobile"
"Core i5-4330M","Haswell","2-Core","Intel Socket G3","22 nm","2800 MHz","28.0x","unknown","64K / 256K / 3072K","37W","Sep 2013","INTEL","Mobile"
"Celeron 2950M","Haswell","2-Core","Intel Socket G2 (988B)","22 nm","2000 MHz","20.0x","unknown","64K / 256K / 2048K","37W","Sep 2013","INTEL","Mobile"
"Pentium 3550M","Haswell","2-Core","Intel Socket G3","22 nm","2300 MHz","23.0x","unknown","64K / 256K / 2048K","37W","Sep 2013","INTEL","Mobile"
"Core i5-4300M","Haswell","2-Core","Intel Socket G3","22 nm","2600 MHz","26.0x","unknown","64K / 256K / 3072K","37W","Sep 2013","INTEL","Mobile"
"Celeron 2955U","Haswell","2-Core","Intel Socket G2 (988B)","22 nm","1400 MHz","14.0x","unknown","64K / 256K / 2048K","15W","Sep 2013","INTEL","Mobile"
"Celeron 2980U","Haswell","2-Core","Intel Socket G3","22 nm","1600 MHz","16.0x","unknown","64K / 256K / 2048K","15W","Sep 2013","INTEL","Mobile"
"Pentium 3556U","Haswell","2-Core","Intel BGA1168","22 nm","1700 MHz","17.0x","unknown","64K / 256K / 2048K","15W","Sep 2013","INTEL","Mobile"
"Pentium 3560Y","Haswell","2-Core","Intel BGA1168","22 nm","1200 MHz","12.0x","unknown","64K / 256K / 2048K","12W","Sep 2013","INTEL","Mobile"
"Celeron 2950M","Haswell","2-Core","Intel Socket G3","22 nm","2000 MHz","20.0x","unknown","64K / 256K / 2048K","37W","Sep 2013","INTEL","Mobile"
"Celeron 2955U","Haswell","2-Core","Intel Socket G3","22 nm","1400 MHz","14.0x","unknown","64K / 256K / 2048K","15W","Sep 2013","INTEL","Mobile"
"Core i7-4960HQ","Crystalwell","4-Core","Intel BGA1364","22 nm","2600 MHz","26.0x","unknown","64K / 256K / 8192K","47W","Sep 2013","INTEL","Mobile"
"Core i7-4850EQ","Crystalwell","4-Core","Intel BGA1364","22 nm","1600 MHz","16.0x","unknown","64K / 256K / 8192K","47W","Aug 2013","INTEL","Mobile"
"Core i7-4860EQ","Crystalwell","4-Core","Intel BGA1364","22 nm","1800 MHz","18.0x","unknown","64K / 256K / 8192K","47W","Aug 2013","INTEL","Mobile"
"Core i7-4950HQ","Crystalwell","4-Core","Intel BGA1364","22 nm","2400 MHz","24.0x","unknown","64K / 256K / 8192K","47W","Jun 2013","INTEL","Mobile"
"Core i7-4650U","Haswell","2-Core","Intel BGA1168","22 nm","1700 MHz","17.0x","unknown","64K / 256K / 4096K","15W","Jun 2013","INTEL","Mobile"
"Core i7-4500U","Haswell","2-Core","Intel BGA1168","22 nm","1800 MHz","18.0x","unknown","64K / 256K / 4096K","15W","Jun 2013","INTEL","Mobile"
"Core i5-4350U","Haswell","2-Core","Intel BGA1168","22 nm","1400 MHz","14.0x","unknown","64K / 256K / 3072K","15W","Jun 2013","INTEL","Mobile"
"Core i7-4550U","Haswell","2-Core","Intel BGA1168","22 nm","1500 MHz","15.0x","unknown","64K / 256K / 4096K","15W","Jun 2013","INTEL","Mobile"
"Core i7-4558U","Haswell","2-Core","Intel BGA1168","22 nm","2800 MHz","28.0x","unknown","64K / 256K / 4096K","28W","Jun 2013","INTEL","Mobile"
"Core i5-4200Y","Haswell","2-Core","Intel BGA1168","22 nm","1400 MHz","14.0x","unknown","64K / 256K / 3072K","12W","Jun 2013","INTEL","Mobile"
"Core i5-4200U","Haswell","2-Core","Intel BGA1168","22 nm","1600 MHz","16.0x","unknown","64K / 256K / 3072K","15W","Jun 2013","INTEL","Mobile"
"Core i5-4250U","Haswell","2-Core","Intel BGA1168","22 nm","1300 MHz","13.0x","unknown","64K / 256K / 3072K","15W","Jun 2013","INTEL","Mobile"
"Core i5-4258U","Haswell","2-Core","Intel BGA1168","22 nm","2400 MHz","24.0x","unknown","64K / 256K / 3072K","28W","Jun 2013","INTEL","Mobile"
"Core i5-4288U","Haswell","2-Core","Intel BGA1168","22 nm","2600 MHz","26.0x","unknown","64K / 256K / 3072K","28W","Jun 2013","INTEL","Mobile"
"Core i3-4010Y","Haswell","2-Core","Intel BGA1168","22 nm","1300 MHz","13.0x","unknown","64K / 256K / 3072K","12W","Jun 2013","INTEL","Mobile"
"Core i3-4010U","Haswell","2-Core","Intel BGA1168","22 nm","1700 MHz","17.0x","unknown","64K / 256K / 3072K","15W","Jun 2013","INTEL","Mobile"
"Core i3-4100U","Haswell","2-Core","Intel BGA1168","22 nm","1800 MHz","18.0x","unknown","64K / 256K / 3072K","15W","Jun 2013","INTEL","Mobile"
"Core i3-4158U","Haswell","2-Core","Intel BGA1168","22 nm","2000 MHz","20.0x","unknown","64K / 256K / 3072K","28W","Jun 2013","INTEL","Mobile"
"Core i7-4700HQ","Crystalwell","4-Core","Intel BGA1364","22 nm","2400 MHz","24.0x","unknown","64K / 256K / 8192K","47W","May 2013","INTEL","Mobile"
"Core i7-4750HQ","Crystalwell","4-Core","Intel BGA1364","22 nm","2000 MHz","20.0x","unknown","64K / 256K / 8192K","47W","May 2013","INTEL","Mobile"
"Core i7-4700MQ","Haswell","4-Core","Intel Socket G3","22 nm","2400 MHz","24.0x","unknown","64K / 256K / 8192K","47W","May 2013","INTEL","Mobile"
"Core i7-4702HQ","Crystalwell","4-Core","Intel BGA1364","22 nm","2200 MHz","22.0x","unknown","64K / 256K / 8192K","37W","May 2013","INTEL","Mobile"
"Core i7-4702MQ","Haswell","4-Core","Intel Socket G3","22 nm","2200 MHz","22.0x","unknown","64K / 256K / 8192K","37W","May 2013","INTEL","Mobile"
"Core i7-4700EQ","Haswell","4-Core","Intel BGA1364","22 nm","2400 MHz","24.0x","unknown","64K / 256K / 8192K","47W","May 2013","INTEL","Mobile"
"Core i7-4700EQ","Crystalwell","4-Core","Intel BGA1364","22 nm","2400 MHz","24.0x","unknown","64K / 256K / 8192K","47W","May 2013","INTEL","Mobile"
"Core i7-4850HQ","Crystalwell","4-Core","Intel BGA1364","22 nm","2300 MHz","23.0x","unknown","64K / 256K / 8192K","47W","Apr 2013","INTEL","Mobile"
"Core i7-4930MX","Haswell","4-Core","Intel Socket G3","22 nm","3000 MHz","30.0x","unknown","64K / 256K / 8192K","57W","Apr 2013","INTEL","Mobile"
"Core i7-4900MQ","Haswell","4-Core","Intel Socket G3","22 nm","2800 MHz","28.0x","unknown","64K / 256K / 8192K","47W","Apr 2013","INTEL","Mobile"
"Core i7-4800MQ","Haswell","4-Core","Intel Socket G3","22 nm","2700 MHz","27.0x","unknown","64K / 256K / 8192K","47W","Apr 2013","INTEL","Mobile"
"Atom Z2580","Clovertrail","2-Core","Intel BGA 617","32 nm","2000 MHz","20.0x","1.5 V","64K / 512K / 0K","3W","Feb 2013","INTEL","Mobile"
"Atom Z2560","Clovertrail","2-Core","Intel BGA 617","32 nm","1600 MHz","16.0x","1.5 V","64K / 512K / 0K","3W","Feb 2013","INTEL","Mobile"
"Atom Z2520","Clovertrail","2-Core","Intel BGA 617","32 nm","1200 MHz","12.0x","1.5 V","64K / 512K / 0K","3W","Feb 2013","INTEL","Mobile"
"Pentium 987","Sandy Bridge","2-Core","Intel BGA1023","32 nm","1500 MHz","15.0x","unknown","64K / 256K / 2048K","17W","Feb 2013","INTEL","Mobile"
"Celeron 1000M","Ivy Bridge","2-Core","Intel Socket G2 (988B)","22 nm","1800 MHz","18.0x","unknown","64K / 256K / 2048K","35W","Jan 2013","INTEL","Mobile"
"Celeron 1020M","Ivy Bridge","2-Core","Intel Socket G2 (988B)","22 nm","2100 MHz","21.0x","unknown","64K / 256K / 2048K","35W","Jan 2013","INTEL","Mobile"
"Celeron 1020E","Ivy Bridge","2-Core","Intel BGA1023","22 nm","2200 MHz","22.0x","unknown","64K / 256K / 2048K","35W","Jan 2013","INTEL","Mobile"
"Celeron 1037U","Ivy Bridge","2-Core","Intel BGA1023","22 nm","1800 MHz","18.0x","unknown","64K / 256K / 2048K","17W","Jan 2013","INTEL","Mobile"
"Celeron 1007U","Ivy Bridge","2-Core","Intel BGA1023","22 nm","1500 MHz","15.0x","unknown","64K / 256K / 2048K","17W","Jan 2013","INTEL","Mobile"
"Celeron 1047UE","Ivy Bridge","2-Core","Intel BGA1023","22 nm","1400 MHz","14.0x","unknown","64K / 256K / 2048K","17W","Jan 2013","INTEL","Mobile"
"Celeron 947UE","Ivy Bridge","1-Core","Intel BGA1023","22 nm","1400 MHz","14.0x","unknown","64K / 256K / 1024K","17W","Jan 2013","INTEL","Mobile"
"Celeron 1020E","Ivy Bridge","2-Core","Intel Socket G2 (988B)","22 nm","2200 MHz","22.0x","unknown","64K / 256K / 2048K","35W","Jan 2013","INTEL","Mobile"
"Core i5-3439Y","Ivy Bridge","2-Core","Intel BGA1023","22 nm","1500 MHz","15.0x","unknown","64K / 256K / 3072K","13W","Jan 2013","INTEL","Mobile"
"Core i7-3689Y","Ivy Bridge","2-Core","Intel BGA1023","22 nm","1500 MHz","20.0x","unknown","64K / 256K / 4096K","13W","Jan 2013","INTEL","Mobile"
"Core i5-3339Y","Ivy Bridge","2-Core","Intel BGA1023","22 nm","1500 MHz","15.0x","unknown","64K / 256K / 3072K","13W","Jan 2013","INTEL","Mobile"
"Core i7-3687U","Ivy Bridge","2-Core","Intel BGA1023","22 nm","2100 MHz","21.0x","unknown","64K / 256K / 4096K","17W","Jan 2013","INTEL","Mobile"
"Core i7-3537U","Ivy Bridge","2-Core","Intel BGA1023","22 nm","2000 MHz","20.0x","unknown","64K / 256K / 4096K","17W","Jan 2013","INTEL","Mobile"
"Core i7-3540M","Ivy Bridge","2-Core","Intel Socket G2 (988B)","22 nm","3000 MHz","30.0x","unknown","64K / 256K / 4096K","35W","Jan 2013","INTEL","Mobile"
"Core i7-3540M","Ivy Bridge","2-Core","Intel BGA1023","22 nm","3000 MHz","30.0x","unknown","64K / 256K / 4096K","35W","Jan 2013","INTEL","Mobile"
"Core i3-3227U","Ivy Bridge","2-Core","Intel BGA1023","22 nm","1900 MHz","19.0x","unknown","64K / 256K / 3072K","17W","Jan 2013","INTEL","Mobile"
"Core i3-3229Y","Ivy Bridge","2-Core","Intel BGA1023","22 nm","1400 MHz","14.0x","unknown","64K / 256K / 3072K","13W","Jan 2013","INTEL","Mobile"
"Atom Z2420","Penwell","1-Core","Intel BGA 617","32 nm","1200 MHz","12.0x","1.5 V","64K / 512K / 0K","3W","Jan 2013","INTEL","Mobile"
"Atom Z2480","Penwell","1-Core","Intel BGA 617","32 nm","1400 MHz","14.0x","1.5 V","64K / 512K / 0K","3W","Jan 2013","INTEL","Mobile"
"Pentium 2030M","Ivy Bridge","2-Core","Intel Socket G2 (988B)","22 nm","2500 MHz","25.0x","unknown","64K / 256K / 2048K","35W","Jan 2013","INTEL","Mobile"
"Core i3-3130M","Ivy Bridge","2-Core","Intel BGA1023","22 nm","2600 MHz","26.0x","unknown","64K / 256K / 3072K","35W","Jan 2013","INTEL","Mobile"
"Core i5-3230M","Ivy Bridge","2-Core","Intel BGA1023","22 nm","2600 MHz","26.0x","unknown","64K / 256K / 3072K","35W","Jan 2013","INTEL","Mobile"
"Core i5-3230M","Ivy Bridge","2-Core","Intel Socket G2 (988B)","22 nm","2600 MHz","26.0x","unknown","64K / 256K / 3072K","35W","Jan 2013","INTEL","Mobile"
"Core i5-3340M","Ivy Bridge","2-Core","Intel Socket G2 (988B)","22 nm","2700 MHz","27.0x","unknown","64K / 256K / 3072K","35W","Jan 2013","INTEL","Mobile"
"Core i5-3340M","Ivy Bridge","2-Core","Intel BGA1023","22 nm","2700 MHz","27.0x","unknown","64K / 256K / 3072K","35W","Jan 2013","INTEL","Mobile"
"Core i5-3380M","Ivy Bridge","2-Core","Intel Socket G2 (988B)","22 nm","2900 MHz","29.0x","unknown","64K / 256K / 3072K","35W","Jan 2013","INTEL","Mobile"
"Core i5-3380M","Ivy Bridge","2-Core","Intel BGA1023","22 nm","2900 MHz","29.0x","unknown","64K / 256K / 3072K","35W","Jan 2013","INTEL","Mobile"
"Core i5-3337U","Ivy Bridge","2-Core","Intel BGA1023","22 nm","1800 MHz","18.0x","unknown","64K / 256K / 3072K","17W","Jan 2013","INTEL","Mobile"
"Core i5-3437U","Ivy Bridge","2-Core","Intel BGA1023","22 nm","1900 MHz","19.0x","unknown","64K / 256K / 3072K","17W","Jan 2013","INTEL","Mobile"
"Core i7-3525M","Ivy Bridge","2-Core","Intel BGA1023","22 nm","2900 MHz","29.0x","unknown","64K / 256K / 4096K","35W","Nov 2012","INTEL","Mobile"
"Core i5-3365M","Ivy Bridge","2-Core","Intel BGA1023","22 nm","2800 MHz","28.0x","unknown","64K / 256K / 3072K","35W","Nov 2012","INTEL","Mobile"
"Core i7-3632QM","Ivy Bridge","4-Core","Intel BGA1224","22 nm","2200 MHz","22.0x","unknown","64K / 256K / 6144K","35W","Oct 2012","INTEL","Mobile"
"Core i7-3632QM","Ivy Bridge","4-Core","Intel Socket G2 (988B)","22 nm","2200 MHz","22.0x","unknown","64K / 256K / 6144K","35W","Oct 2012","INTEL","Mobile"
"Core i3-3120M","Ivy Bridge","2-Core","Intel BGA1023","22 nm","2500 MHz","25.0x","unknown","64K / 256K / 3072K","35W","Sep 2012","INTEL","Mobile"
"Core i3-3120M","Ivy Bridge","2-Core","Intel Socket G2 (988B)","22 nm","2500 MHz","25.0x","unknown","64K / 256K / 3072K","35W","Sep 2012","INTEL","Mobile"
"Atom Z2760","Cloverview","2-Core","Intel BGA 617","32 nm","1800 MHz","18.0x","1.5 V","64K / 512K / 0K","3W","Sep 2012","INTEL","Mobile"
"Core i7-3740QM","Ivy Bridge","4-Core","Intel Socket G2 (988B)","22 nm","2700 MHz","27.0x","unknown","64K / 256K / 6144K","45W","Sep 2012","INTEL","Mobile"
"Core i7-3740QM","Ivy Bridge","4-Core","Intel BGA1224","22 nm","2700 MHz","27.0x","unknown","64K / 256K / 6144K","45W","Sep 2012","INTEL","Mobile"
"Core i7-3840QM","Ivy Bridge","4-Core","Intel Socket G2 (988B)","22 nm","2800 MHz","28.0x","unknown","64K / 256K / 8192K","45W","Sep 2012","INTEL","Mobile"
"Core i7-3840QM","Ivy Bridge","4-Core","Intel BGA1224","22 nm","2800 MHz","28.0x","unknown","64K / 256K / 8192K","45W","Sep 2012","INTEL","Mobile"
"Core i7-3940XM","Ivy Bridge","4-Core","Intel Socket G2 (988B)","22 nm","3000 MHz","30.0x","unknown","64K / 256K / 8192K","55W","Sep 2012","INTEL","Mobile"
"Pentium 2020M","Ivy Bridge","2-Core","Intel Socket G2 (988B)","22 nm","2400 MHz","24.0x","unknown","64K / 256K / 2048K","35W","Sep 2012","INTEL","Mobile"
"Pentium 2117U","Ivy Bridge","2-Core","Intel BGA1023","22 nm","1800 MHz","18.0x","unknown","64K / 256K / 2048K","17W","Sep 2012","INTEL","Mobile"
"Pentium B980","Sandy Bridge","2-Core","Intel Socket G2 (988B)","32 nm","2400 MHz","24.0x","unknown","64K / 256K / 2048K","35W","Sep 2012","INTEL","Mobile"
"Pentium 997","Sandy Bridge","2-Core","Intel BGA1023","32 nm","1600 MHz","16.0x","unknown","64K / 256K / 2048K","17W","Sep 2012","INTEL","Mobile"
"Celeron B830","Sandy Bridge","2-Core","Intel Socket G2 (988B)","32 nm","1800 MHz","18.0x","unknown","64K / 256K / 2048K","35W","Sep 2012","INTEL","Mobile"
"Pentium 2117U","Ivy Bridge","2-Core","Intel Socket G2 (988B)","22 nm","1800 MHz","18.0x","unknown","64K / 256K / 2048K","17W","Sep 2012","INTEL","Mobile"
"Pentium 2129Y","Ivy Bridge","2-Core","Intel BGA1023","22 nm","1100 MHz","11.0x","unknown","64K / 256K / 2048K","10W","Sep 2012","INTEL","Mobile"
"Celeron 887","Sandy Bridge","2-Core","Intel BGA1023","32 nm","1500 MHz","15.0x","unknown","64K / 256K / 2048K","17W","Sep 2012","INTEL","Mobile"
"Core i3-2328M","Sandy Bridge","2-Core","Intel Socket G2 (988B)","32 nm","2200 MHz","22.0x","unknown","64K / 256K / 3072K","35W","Sep 2012","INTEL","Mobile"
"Core i3-2377M","Sandy Bridge","2-Core","Intel BGA1023","32 nm","1500 MHz","15.0x","unknown","64K / 256K / 3072K","17W","Sep 2012","INTEL","Mobile"
"Core i7-3630QM","Ivy Bridge","4-Core","Intel Socket G2 (988B)","22 nm","2400 MHz","24.0x","unknown","64K / 256K / 6144K","45W","Sep 2012","INTEL","Mobile"
"Core i7-3635QM","Ivy Bridge","4-Core","Intel BGA1224","22 nm","2400 MHz","24.0x","unknown","64K / 256K / 6144K","45W","Sep 2012","INTEL","Mobile"
"Core i3-3120ME","Ivy Bridge","2-Core","Intel BGA1023","22 nm","2400 MHz","24.0x","unknown","64K / 256K / 3072K","35W","Aug 2012","INTEL","Mobile"
"Core i3-3217UE","Ivy Bridge","2-Core","Intel BGA1023","22 nm","1600 MHz","16.0x","unknown","64K / 256K / 3072K","17W","Aug 2012","INTEL","Mobile"
"Celeron B730","Sandy Bridge","1-Core","Intel Socket G2 (988B)","32 nm","1800 MHz","18.0x","unknown","64K / 256K / 1536K","35W","Jul 2012","INTEL","Mobile"
"Celeron B820","Sandy Bridge","2-Core","Intel Socket G2 (988B)","32 nm","1700 MHz","17.0x","unknown","64K / 256K / 2048K","35W","Jul 2012","INTEL","Mobile"
"Celeron 807","Sandy Bridge","1-Core","Intel BGA1023","32 nm","1500 MHz","15.0x","unknown","64K / 256K / 1536K","17W","Jul 2012","INTEL","Mobile"
"Celeron 877","Sandy Bridge","2-Core","Intel BGA1023","32 nm","1400 MHz","14.0x","unknown","64K / 256K / 2048K","17W","Jul 2012","INTEL","Mobile"
"Core i7-3520M","Ivy Bridge","2-Core","Intel Socket G2 (988B)","22 nm","2900 MHz","29.0x","unknown","64K / 256K / 4096K","35W","Jun 2012","INTEL","Mobile"
"Core i7-3520M","Ivy Bridge","2-Core","Intel BGA1023","22 nm","2900 MHz","29.0x","unknown","64K / 256K / 4096K","35W","Jun 2012","INTEL","Mobile"
